season,school_mascot,head_coach,first_season,offensive_coordinators,defensive_coordinators,source_title,source_revid
2015,Texas Tech Red Raiders,Kliff Kingsbury,2013,Eric Morris,David Gibbs / Mike Smith,2015 Texas Tech Red Raiders football team,1369864552
2015,Toledo Rockets,Matt Campbell,2012,Jason Candle,Jon Heacock,2015 Toledo Rockets football team,1360516986
2015,Troy Trojans,Neal Brown,2015,Kenny Edenfield,Vic Koenning,2015 Troy Trojans football team,1358504712
2015,Tulane Green Wave,Curtis Johnson,2012,Eric Price,Jason Rollins / Lionel Washington,2015 Tulane Green Wave football team,1339796094
2015,Tulsa Golden Hurricane,Philip Montgomery,2015,Sterlin Gilbert / Matt Mattox,Brian Norwood / Bill Young,2015 Tulsa Golden Hurricane football team,1339796100
2015,UCF Knights,George O'Leary,2004,Brent Key,Chuck Bresnahan,2015 UCF Knights football team,1368549861
2015,UCLA Bruins,Jim L. Mora,2012,Noel Mazzone,Tom Bradley,2015 UCLA Bruins football team,1367402719
2015,UConn Huskies,Bob Diaco,2014,Frank Verducci,Anthony Poindexter,2015 UConn Huskies football team,1339796132
2015,UL Monroe Warhawks,Todd Berry,2010,Steve Farmer,Travis Niekamp / Adam Waugh,2015 Louisiana–Monroe Warhawks football team,1339795523
2015,UNLV Rebels,Tony Sanchez,2015,Barney Cotton,Kent Baer,2015 UNLV Rebels football team,1339796153
2015,USC Trojans,Steve Sarkisian,2014,Clay Helton / Tee Martin,Justin Wilcox,2015 USC Trojans football team,1363615927
2015,UTEP Miners,Sean Kugler,2013,Patrick Higgins,Scott Stoker,2015 UTEP Miners football team,1339796159
2015,UTSA Roadrunners,Larry Coker,2011,Kevin Brown,Neal Neathery,2015 UTSA Roadrunners football team,1339796166
2015,Utah State Aggies,Matt Wells,2013,Josh Heupel,Kevin Clune,2015 Utah State Aggies football team,1372866058
2015,Utah Utes,Kyle Whittingham,2005,Aaron Roderick / Jim Harding,John Pease,2015 Utah Utes football team,1339796194
2015,Vanderbilt Commodores,Derek Mason,2014,Andy Ludwig,,2015 Vanderbilt Commodores football team,1339796209
2015,Virginia Cavaliers,Mike London,2010,Steve Fairchild,Jon Tenuta,2015 Virginia Cavaliers football team,1339796227
2015,Virginia Tech Hokies,Frank Beamer,1987,Scot Loeffler,Bud Foster,2015 Virginia Tech Hokies football team,1339796241
2015,Wake Forest Demon Deacons,Dave Clawson,2014,Warren Ruggiero,Mike Elko,2015 Wake Forest Demon Deacons football team,1336289461
2015,Washington Huskies,Chris Petersen,2014,Jonathan Smith,Pete Kwiatkowski,2015 Washington Huskies football team,1339796283
2015,Washington State Cougars,Mike Leach,2012,,Alex Grinch,2015 Washington State Cougars football team,1339796292
2015,West Virginia Mountaineers,Dana Holgorsen,2011,,Tony Gibson,2015 West Virginia Mountaineers football team,1372906645
2015,Western Kentucky Hilltoppers,Jeff Brohm,2014,Tyson Helton,Nick Holt,2015 Western Kentucky Hilltoppers football team,1339796318
2015,Western Michigan Broncos,P. J. Fleck,2013,Kirk Ciarrocca,Ed Pinkham,2015 Western Michigan Broncos football team,1339796327
2015,Wisconsin Badgers,Paul Chryst,2015,Joe Rudolph,Dave Aranda,2015 Wisconsin Badgers football team,1372878963
2015,Wyoming Cowboys,Craig Bohl,2014,Brent Vigen,Steve Stanard,2015 Wyoming Cowboys football team,1339027713
2016,Air Force Falcons,Troy Calhoun,2007,Mike Thiessen,Steve Russ,2016 Air Force Falcons football team,1334675918
2016,Akron Zips,Terry Bowden,2012,A. J. Milwee,Chuck Amato,2016 Akron Zips football team,1354095706
2016,Alabama Crimson Tide,Nick Saban,2007,Lane Kiffin / Steve Sarkisian,Jeremy Pruitt,2016 Alabama Crimson Tide football team,1366273794
2016,App State Mountaineers,Scott Satterfield,2013,Frank Ponce / Shawn Clark,Nate Woody,2016 Appalachian State Mountaineers football team,1339231388
2016,Arizona State Sun Devils,Todd Graham,2012,Chip Lindsey,Keith Patterson,2016 Arizona State Sun Devils football team,1340739713
2016,Arizona Wildcats,Rich Rodriguez,2012,Calvin Magee / Rod Smith,Marcel Yates,2016 Arizona Wildcats football team,1352853150
2016,Arkansas Razorbacks,Bret Bielema,2013,Dan Enos,Robb Smith,2016 Arkansas Razorbacks football team,1340739722
2016,Arkansas State Red Wolves,Blake Anderson,2014,Buster Faulkner,Joe Cauthen,2016 Arkansas State Red Wolves football team,1332277865
2016,Army Black Knights,Jeff Monken,2014,Brent Davis,Jay Bateman,2016 Army Black Knights football team,1340739739
2016,Auburn Tigers,Gus Malzahn,2013,Rhett Lashlee / Kodi Burns,Kevin Steele,2016 Auburn Tigers football team,1368769002
2016,BYU Cougars,Kalani Sitake,2016,Ty Detmer,Ilaisa Tuiaki,2016 BYU Cougars football team,1363615957
2016,Ball State Cardinals,Mike Neu,2016,Joey Lynch,Tim Daoust,2016 Ball State Cardinals football team,1340703424
2016,Baylor Bears,Jim Grobe,,Kendal Briles,Phil Bennett,2016 Baylor Bears football team,1369069743
2016,Boise State Broncos,Bryan Harsin,2014,Zak Hill / Scott Huff,Andy Avalos,2016 Boise State Broncos football team,1373133855
2016,Boston College Eagles,Steve Addazio,2013,Scot Loeffler,Jim Reid,2016 Boston College Eagles football team,1334837999
2016,Bowling Green Falcons,Mike Jinks,2016,Kevin Kilmer / Andy Padron,Perry Eliano / Marcus White,2016 Bowling Green Falcons football team,1340739764
2016,Buffalo Bulls,Lance Leipold,2015,Andy Kotelnicki,Brian Borland,2016 Buffalo Bulls football team,1339676378
2016,California Golden Bears,Sonny Dykes,2013,Jake Spavital,Art Kaufman,2016 California Golden Bears football team,1373140710
2016,Central Michigan Chippewas,John Bonamego,2015,Morris Watts,Greg Colby,2016 Central Michigan Chippewas football team,1340705341
2016,Charlotte 49ers,Brad Lambert,2013,Jeff Mullen,Matt Wallerstedt,2016 Charlotte 49ers football team,1373146722
2016,Cincinnati Bearcats,Tommy Tuberville,2013,Zac Taylor,Robert Prunty,2016 Cincinnati Bearcats football team,1340739860
2016,Clemson Tigers,Dabo Swinney,2009,Tony Elliott / Jeff Scott,Brent Venables,2016 Clemson Tigers football team,1373150495
2016,Colorado Buffaloes,Mike MacIntyre,2013,Brian Lindgren / Darrin Chiaverini,Jim Leavitt,2016 Colorado Buffaloes football team,1327596973
2016,Colorado State Rams,Mike Bobo,2015,Will Friend,Marty English,2016 Colorado State Rams football team,1360791291
2016,Duke Blue Devils,David Cutcliffe,2008,Zac Roper,Jim Knowles,2016 Duke Blue Devils football team,1373173868
2016,East Carolina Pirates,Scottie Montgomery,2016,Tony Petersen,Kenwick Thompson,2016 East Carolina Pirates football team,1343270668
2016,Eastern Michigan Eagles,Chris Creighton,2014,Kalen DeBoer,Neal Neathery,2016 Eastern Michigan Eagles football team,1340668869
2016,Florida Atlantic Owls,Charlie Partridge,2014,Travis Trickett,Roc Bellantoni,2016 Florida Atlantic Owls football team,1369946255
2016,Florida Gators,Jim McElwain,2015,Doug Nussmeier,Geoff Collins / Randy Shannon,2016 Florida Gators football team,1352496252
2016,Florida International Panthers,Ron Turner,2013,Steve Shankweiler,Ron Cooper,2016 FIU Panthers football team,1340739930
2016,Florida State Seminoles,Jimbo Fisher,2010,Lawrence Dawsey / Randy Sanders,Charles Kelly,2016 Florida State Seminoles football team,1365330520
2016,Fresno State Bulldogs,Tim DeRuyter,2012,Eric Kiesau,Lorenzo Ward,2016 Fresno State Bulldogs football team,1338770821
2016,Georgia Bulldogs,Kirby Smart,2016,Jim Chaney / James Coley,Mel Tucker,2016 Georgia Bulldogs football team,1373946932
2016,Georgia Southern Eagles,Tyson Summers,2016,Rance Gillespie / David Dean,Lorenzo Costantini,2016 Georgia Southern Eagles football team,1340739999
2016,Georgia State Panthers,Trent Miles,2013,Luke Huard,Jesse Minter,2016 Georgia State Panthers football team,1340740004
2016,Georgia Tech Yellow Jackets,Paul Johnson,2008,,Ted Roof,2016 Georgia Tech Yellow Jackets football team,1340740016
2016,Hawai'i Rainbow Warriors,Nick Rolovich,2016,Brian Smith,Kevin Lempa,2016 Hawaii Rainbow Warriors football team,1342392867
2016,Houston Cougars,Tom Herman,2015,Major Applewhite,Todd Orlando / Craig Naivar,2016 Houston Cougars football team,1367875180
2016,Idaho Vandals,Paul Petrino,2013,Kris Cinkovich,Mike Breske,2016 Idaho Vandals football team,1340740054
2016,Illinois Fighting Illini,Lovie Smith,2016,Garrick McGee,Hardy Nickerson,2016 Illinois Fighting Illini football team,1369611829
2016,Indiana Hoosiers,Kevin Wilson,2011,Kevin Johns,Tom Allen,2016 Indiana Hoosiers football team,1354217330
2016,Iowa Hawkeyes,Kirk Ferentz,1999,Greg Davis,Phil Parker,2016 Iowa Hawkeyes football team,1350551943
2016,Iowa State Cyclones,Matt Campbell,2016,Tom Manning,Jon Heacock,2016 Iowa State Cyclones football team,1339455509
2016,Kansas Jayhawks,David Beaty,2015,Rob Likens,Clint Bowen / Kenny Perry,2016 Kansas Jayhawks football team,1340698647
2016,Kansas State Wildcats,Bill Snyder,1992,Dana Dimel / Del Miller,Tom Hayes,2016 Kansas State Wildcats football team,1339452500
2016,Kent State Golden Flashes,Paul Haynes,2013,Don Treadwell,Ben Needham,2016 Kent State Golden Flashes football team,1348135138
2016,Kentucky Wildcats,Mark Stoops,2013,Eddie Gran / Darin Hinshaw,D. J. Eliot,2016 Kentucky Wildcats football team,1338012088
2016,LSU Tigers,Les Miles,2005,Cam Cameron / Steve Ensminger,Dave Aranda,2016 LSU Tigers football team,1368939020
2016,Louisiana Ragin' Cajuns,Mark Hudspeth,2011,Jorge Munoz,Charlie Harbison,2016 Louisiana–Lafayette Ragin' Cajuns football team,1340740160
2016,Louisiana Tech Bulldogs,Skip Holtz,2013,Todd Fitch,Blake Baker,2016 Louisiana Tech Bulldogs football team,1373248414
2016,Louisville Cardinals,Bobby Petrino,2010,Lonnie Galloway / Chris Klenakis,Todd Grantham,2016 Louisville Cardinals football team,1370222495
2016,Marshall Thundering Herd,Doc Holliday,2010,Bill Legg,Chuck Heater,2016 Marshall Thundering Herd football team,1373254995
2016,Maryland Terrapins,D. J. Durkin,2016,Walt Bell,Andy Buh,2016 Maryland Terrapins football team,1373255424
2016,Massachusetts Minutemen,Mark Whipple,2008,,Tom Masella,2016 UMass Minutemen football team,1340700621
2016,Memphis Tigers,Mike Norvell,2016,Chip Long,Chris Ball,2016 Memphis Tigers football team,1340740184
2016,Miami (OH) RedHawks,Chuck Martin,2014,George Barnett / Eric Koehler,Matt Pawlowski / John Hauser,2016 Miami RedHawks football team,1340517279
2016,Miami Hurricanes,Mark Richt,2016,Thomas Brown,Manny Diaz,2016 Miami Hurricanes football team,1340707185
2016,Michigan State Spartans,Mark Dantonio,2007,Dave Warner / Jim Bollman,Harlon Barnett / Mike Tressel,2016 Michigan State Spartans football team,1373260764
2016,Michigan Wolverines,Jim Harbaugh,2015,Tim Drevno,Don Brown,2016 Michigan Wolverines football team,1354169757
2016,Middle Tennessee Blue Raiders,Rick Stockstill,2006,Tony Franklin,Tyrone Nix,2016 Middle Tennessee Blue Raiders football team,1340740211
2016,Minnesota Golden Gophers,Tracy Claeys,2016,Jay Johnson,Jay Sawvel,2016 Minnesota Golden Gophers football team,1347815987
2016,Mississippi State Bulldogs,Dan Mullen,2009,Billy Gonzales / John Hevesy,Peter Sirmon,2016 Mississippi State Bulldogs football team,1337605010
2016,Missouri Tigers,Barry Odom,2016,Josh Heupel,DeMontie Cross / Ryan Walters,2016 Missouri Tigers football team,1366272327
2016,NC State Wolfpack,Dave Doeren,2013,Eliah Drinkwitz,Dave Huxtable,2016 NC State Wolfpack football team,1340740260
2016,Navy Midshipmen,Ken Niumatalolo,2008,Ivin Jasper,Dale Pehrson,2016 Navy Midshipmen football team,1331025719
2016,Nebraska Cornhuskers,Mike Riley,2015,Danny Langsdorf,Mark Banker,2016 Nebraska Cornhuskers football team,1371300687
2016,Nevada Wolf Pack,Brian Polian,2013,Tim Cramsey,Scott Boone / Bill Teerlinck,2016 Nevada Wolf Pack football team,1372719554
2016,New Mexico Lobos,Bob Davie,2012,Bob DeBesse,Kevin Cosgrove,2016 New Mexico Lobos football team,1330387402
2016,New Mexico State Aggies,Doug Martin,2013,,Frank Spaziani,2016 New Mexico State Aggies football team,1362255782
2016,North Carolina Tar Heels,Larry Fedora,2012,Gunter Brewer / Chris Kapilovic,Gene Chizik,2016 North Carolina Tar Heels football team,1336648049
2016,North Texas Mean Green,Seth Littrell,2016,Graham Harrell,Mike Ekeler / Troy Reffett,2016 North Texas Mean Green football team,1340740339
2016,Northern Illinois Huskies,Rod Carey,2013,Mike Uremovich,Kevin Kane,2016 Northern Illinois Huskies football team,1339451312
2016,Northwestern Wildcats,Pat Fitzgerald,2006,Mick McCall,Mike Hankwitz,2016 Northwestern Wildcats football team,1340740393
2016,Notre Dame Fighting Irish,Brian Kelly,2010,Mike Sanford Jr.,Brian VanGorder / Greg Hudson,2016 Notre Dame Fighting Irish football team,1369838744
2016,Ohio Bobcats,Frank Solich,2005,Tim Albin,Jim Burrow,2016 Ohio Bobcats football team,1372861344
2016,Ohio State Buckeyes,Urban Meyer,2012,Ed Warinner / Tim Beck,Luke Fickell / Greg Schiano,2016 Ohio State Buckeyes football team,1374437177
2016,Oklahoma Sooners,Bob Stoops,1999,Lincoln Riley,Mike Stoops,2016 Oklahoma Sooners football team,1338162994
2016,Oklahoma State Cowboys,Mike Gundy,2005,Mike Yurcich,Glenn Spencer,2016 Oklahoma State Cowboys football team,1339453279
2016,Old Dominion Monarchs,Bobby Wilder,2009,Brian Scott,Rich Nagy,2016 Old Dominion Monarchs football team,1367725036
2016,Ole Miss Rebels,Hugh Freeze,2012,Matt Luke / Dan Werner,Dave Wommack / Jason Jones,2016 Ole Miss Rebels football team,1373299587
2016,Oregon Ducks,Mark Helfrich,2013,Matt Lubick,Brady Hoke,2016 Oregon Ducks football team,1365736277
2016,Oregon State Beavers,Gary Andersen,2015,Kevin McGiven / T. J. Woods,Kevin Clune,2016 Oregon State Beavers football team,1356861507
2016,Penn State Nittany Lions,James Franklin,2014,Joe Moorhead,Brent Pry / Tim Banks,2016 Penn State Nittany Lions football team,1363864465
2016,Pittsburgh Panthers,Pat Narduzzi,2015,Matt Canada,Josh Conklin,2016 Pittsburgh Panthers football team,1363850827
2016,Purdue Boilermakers,Darrell Hazell,2013,Terry Malone,Ross Els / Marcus Freeman,2016 Purdue Boilermakers football team,1373313196
2016,Rice Owls,David Bailiff,2007,Larry Edmondson / Billy Lynch,Chris Thurmond,2016 Rice Owls football team,1340740448
2016,Rutgers Scarlet Knights,Chris Ash,2016,Drew Mehringer,Jay Niemann,2016 Rutgers Scarlet Knights football team,1373901874
2016,SMU Mustangs,Chad Morris,2015,Joe Craddock,Van Malone,2016 SMU Mustangs football team,1339378759
2016,San Diego State Aztecs,Rocky Long,2011,Jeff Horton,Rocky Long,2016 San Diego State Aztecs football team,1373326261
2016,San José State Spartans,Ron Caragher,2013,Al Borges,Ron English,2016 San Jose State Spartans football team,1330396841
2016,South Alabama Jaguars,Joey Jones,2009,Bryant Vincent,Kane Wommack,2016 South Alabama Jaguars football team,1352576585
2016,South Carolina Gamecocks,Will Muschamp,2016,Kurt Roper / Bryan McClendon,Travaris Robinson,2016 South Carolina Gamecocks football team,1340740527
2016,South Florida Bulls,Willie Taggart,2013,T. J. Weist / Darren Hiller,Raymond Woodie Jr.,2016 South Florida Bulls football team,1340740545
2016,Southern Miss Golden Eagles,Jay Hopson,2016,Shannon Dawson,Tony Pecoraro,2016 Southern Miss Golden Eagles football team,1340740559
2016,Stanford Cardinal,David Shaw,2011,Mike Bloomgren,Lance Anderson,2016 Stanford Cardinal football team,1366425251
2016,Syracuse Orange,Dino Babers,2016,Sean Lewis / Mike Lynch,Brian Ward,2016 Syracuse Orange football team,1336461037
2016,TCU Horned Frogs,Gary Patterson,2001,Doug Meacham / Sonny Cumbie,Chad Glasgow,2016 TCU Horned Frogs football team,1339456129
2016,Temple Owls,Matt Rhule,2013,Glenn Thomas,Phil Snow,2016 Temple Owls football team,1340740587
2016,Tennessee Volunteers,Butch Jones,2013,Mike DeBord,Bob Shoop,2016 Tennessee Volunteers football team,1373947000
2016,Texas A&M Aggies,Kevin Sumlin,2012,Noel Mazzone,John Chavis,2016 Texas A&M Aggies football team,1340703900
2016,Texas Longhorns,Charlie Strong,2014,Sterlin Gilbert,Vance Bedford,2016 Texas Longhorns football team,1337681965
2016,Texas State Bobcats,Everett Withers,2016,Brett Elliott,Randall McCray,2016 Texas State Bobcats football team,1340740647
2016,Texas Tech Red Raiders,Kliff Kingsbury,2013,Eric Morris,David Gibbs,2016 Texas Tech Red Raiders football team,1373344147
2016,Toledo Rockets,Jason Candle,2016,Brian Wright,Brian George,2016 Toledo Rockets football team,1340339065
2016,Troy Trojans,Neal Brown,2015,Kenny Edenfield / Matt Moore,Vic Koenning,2016 Troy Trojans football team,1340740692
2016,Tulane Green Wave,Willie Fritz,2016,Doug Ruse,Jack Curtis,2016 Tulane Green Wave football team,1352525089
2016,Tulsa Golden Hurricane,Philip Montgomery,2015,Philip Montgomery,Brian Norwood / Bill Young,2016 Tulsa Golden Hurricane football team,1340697807
2016,UCF Knights,Scott Frost,2016,Troy Walters,Erik Chinander,2016 UCF Knights football team,1373348387
2016,UCLA Bruins,Jim L. Mora,2012,Kennedy Polamalu,Tom Bradley,2016 UCLA Bruins football team,1367402344
2016,UConn Huskies,Bob Diaco,2014,Frank Verducci / David Corley Jr.,Anthony Poindexter,2016 UConn Huskies football team,1353064323
2016,UL Monroe Warhawks,Matt Viator,2016,Matt Kubik,Mike Collins,2016 Louisiana–Monroe Warhawks football team,1340740171
2016,UNLV Rebels,Tony Sanchez,2015,Barney Cotton,Kent Baer,2016 UNLV Rebels football team,1340740719
2016,USC Trojans,Clay Helton,2016,Tee Martin,Clancy Pendergast,2016 USC Trojans football team,1363615977
2016,UTEP Miners,Sean Kugler,2013,Brent Pease,Tom Mason,2016 UTEP Miners football team,1340740726
2016,UTSA Roadrunners,Frank Wilson,2016,Frank Scelfo,Pete Golding,2016 UTSA Roadrunners football team,1340740735
2016,Utah State Aggies,Matt Wells,2013,Jovon Bouknight / Luke Wells,Frank Maile / Kendrick Shaver,2016 Utah State Aggies football team,1340740743
2016,Utah Utes,Kyle Whittingham,2005,Aaron Roderick / Jim Harding,Morgan Scalley,2016 Utah Utes football team,1340740752
2016,Vanderbilt Commodores,Derek Mason,2014,Andy Ludwig,,2016 Vanderbilt Commodores football team,1340704086
2016,Virginia Cavaliers,Bronco Mendenhall,2016,Robert Anae,Nick Howell,2016 Virginia Cavaliers football team,1340740781
2016,Virginia Tech Hokies,Justin Fuente,2016,Brad Cornelsen,Bud Foster,2016 Virginia Tech Hokies football team,1340707594
2016,Wake Forest Demon Deacons,Dave Clawson,2014,Warren Ruggiero,Mike Elko,2016 Wake Forest Demon Deacons football team,1336289485
2016,Washington Huskies,Chris Petersen,2014,Jonathan Smith,Pete Kwiatkowski / Jimmy Lake,2016 Washington Huskies football team,1339796375
2016,Washington State Cougars,Mike Leach,2012,,Alex Grinch,2016 Washington State Cougars football team,1340740809
2016,West Virginia Mountaineers,Dana Holgorsen,2011,,Tony Gibson,2016 West Virginia Mountaineers football team,1368178580
2016,Western Kentucky Hilltoppers,Jeff Brohm,2014,Brian Brohm / Tony Levine,Nick Holt,2016 Western Kentucky Hilltoppers football team,1340740883
